idx,cve_id,hash,repo_url,language,cwe_id,ref_category,candidate_categories,token_coverage,structural_only_gate,category_gate,strict_mddc_gate
11512,CVE-2021-21315,07daa05fb06f24f96297abaa30c2ace8bfd8b525,https://github.com/sebhildebrandt/systeminformation,JavaScript,CWE-78,command_injection,command_injection;crypto_secret;memory_safety;ssrf_redirect;xss,0.08823529411764706,True,True,False
11513,CVE-2021-21388,0be6fcd575c05687d1076d5cd6d75af2ebae5a46,https://github.com/sebhildebrandt/systeminformation,JavaScript,CWE-78,command_injection,command_injection;crypto_secret;memory_safety;ssrf_redirect;xss,0.07352941176470588,True,True,False
11514,CVE-2021-21388,7922366d707de7f20995fc8e30ac3153636bf35f,https://github.com/sebhildebrandt/systeminformation,HTML,CWE-78,command_injection,command_injection;crypto_secret;sql_injection;ssrf_redirect;xss,0.36764705882352944,True,True,True
11515,CVE-2021-21388,01ef56cd5824ed6da1c11b37013a027fdef67524,https://github.com/sebhildebrandt/systeminformation,JavaScript,CWE-78,command_injection,command_injection;memory_safety;path_traversal;ssrf_redirect;xss,0.029411764705882353,True,True,False
11516,CVE-2023-42810,7972565812ccb2a610a22911c54c3446f4171392,https://github.com/sebhildebrandt/systeminformation,HTML,CWE-77,command_injection,command_injection;crypto_secret;path_traversal;sql_injection;ssrf_redirect;xss,0.4166666666666667,True,True,True
11517,CVE-2024-24819,db7dc49585fee0b4e96be666d7f6009a74a1ccb5,https://github.com/Icinga/icingaweb2-module-incubator,Unknown,CWE-352,auth_access,ssrf_redirect,0.05,False,False,False
11518,CVE-2014-125107,48fde5ffa4d76014bad260a3cbab7ada3744a4cc,https://github.com/Corveda/PHPSandbox,HTML,CWE-693,other,auth_access;crypto_secret;ssrf_redirect;xss;xxe,0.11627906976744186,True,False,False
11519,CVE-2019-10800,2a80aa434f74feb31242b6f213b75ce63ae97902,https://github.com/codecov/codecov-python,Python,CWE-88,sql_injection,auth_access;command_injection;path_traversal;ssrf_redirect;xss,0.058823529411764705,True,False,False
11520,CVE-2021-23365,243092965b0f93a95a14cb882b5b9a3df61dd5c0,https://github.com/TykTechnologies/tyk-identity-broker,Other,CWE-287,auth_access,auth_access;crypto_secret;resource_dos;sql_injection;xxe,0.16216216216216217,True,True,True
11521,CVE-2021-23365,46f70420e0911e4e8b638575e29d394c227c75d0,https://github.com/TykTechnologies/tyk-identity-broker,Unknown,CWE-287,auth_access,ssrf_redirect,0.05405405405405406,False,False,False
11522,CVE-2018-5212,8ab8b9166bc87feba26a1573cf595af48eff7805,https://github.com/Arsenal21/simple-download-monitor,PHP,CWE-79,xss,auth_access;path_traversal;resource_dos;ssrf_redirect;xss,0.358974358974359,True,True,True
11523,CVE-2018-5213,8ab8b9166bc87feba26a1573cf595af48eff7805,https://github.com/Arsenal21/simple-download-monitor,PHP,CWE-79,xss,auth_access;path_traversal;resource_dos;ssrf_redirect;xss,0.358974358974359,True,True,True
11524,CVE-2021-32820,78c47a235c4ad7bc2674bddd8ec2721567ed8c72,https://github.com/express-handlebars/express-handlebars,Markdown,CWE-94,command_injection,command_injection;crypto_secret;sql_injection;ssrf_redirect;xss,0.13157894736842105,True,True,True
11525,CVE-2023-46730,99205535e8cec6592fd7f1469837926f27c72d50,https://github.com/Intermesh/groupoffice,PHP,CWE-918,ssrf_redirect,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.16417910447761194,True,True,True
11526,CVE-2024-22418,2a52a5d42d080db6738d70eba30294bcd94ebd09,https://github.com/Intermesh/groupoffice,PHP,CWE-79,xss,path_traversal;resource_dos;xss,0.07462686567164178,True,True,False
11527,CVE-2023-41034,29577d2879ba8e7674c3b216a7f01193fc7ae013,https://github.com/eclipse-leshan/leshan,Java,CWE-611,xxe,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.22972972972972974,True,True,True
11528,CVE-2021-37697,d63c49b4cfc30c795336e4fff08cba3795e0fcc0,https://github.com/tmercswims/tmerc-cogs,Python,NVD-CWE-noinfo,auth_access,auth_access;command_injection;memory_safety;path_traversal;xss,0.2702702702702703,False,False,False
11529,CVE-2014-125026,199f5f7878062ca17a98e079f2dbe1205e2ed898,https://github.com/cloudflare/golz4,Go,CWE-787,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.17857142857142858,True,True,True
11530,CVE-2020-15263,03f9a113b1a70bc5075ce86a918707f0e7d82169,https://github.com/orchidsoftware/platform,PHP,CWE-79,xss,path_traversal;ssrf_redirect;xss,0.2,True,True,True
11531,CVE-2020-7677,0d94a24eb933bc835d568f3009f4d269c4c4c17a,https://github.com/thenables/thenify,JavaScript,NVD-CWE-noinfo,command_injection,command_injection;memory_safety,0.23809523809523808,False,False,False
11532,CVE-2023-4897,3c88aec034934bcbad30c5ef1cab62cbbdb98e64,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-23,path_traversal,path_traversal;ssrf_redirect;xss,0.10344827586206896,True,True,True
11533,CVE-2023-4898,dc3dfbf31495fe316b21ee184b9317b38101d30e,https://github.com/mintplex-labs/anything-llm,JavaScript,NVD-CWE-Other,auth_access,auth_access;command_injection;crypto_secret;sql_injection;ssrf_redirect;xss,0.0,False,False,False
11534,CVE-2023-4899,dc3dfbf31495fe316b21ee184b9317b38101d30e,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-89,sql_injection,auth_access;command_injection;crypto_secret;sql_injection;ssrf_redirect;xss,0.057692307692307696,True,True,False
11535,CVE-2023-5832,18798c5b640018aaee924e0afd941705d88df92e,https://github.com/mintplex-labs/anything-llm,Python,CWE-20,other,path_traversal;ssrf_redirect;xss,0.043478260869565216,True,False,False
11536,CVE-2023-5833,d5b1f84a4c7991987eac3454d4f1b4067841d783,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-284,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.10526315789473684,True,True,True
11537,CVE-2024-0404,8cd3a92c660b202655d99bee90b2864694c99946,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-915,auth_access,auth_access;crypto_secret;ssrf_redirect,0.04225352112676056,True,True,False
11538,CVE-2024-0435,a4ace56a401ffc8ce0082d7444159dfd5dc28834,https://github.com/mintplex-labs/anything-llm,JSON,CWE-79,xss,auth_access;memory_safety;ssrf_redirect;xss,0.11940298507462686,True,True,True
11539,CVE-2024-0436,3c859ba3038121b67fb98e87dc52617fa27cbef0,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-764,command_injection,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.14583333333333334,True,False,False
11540,CVE-2024-0439,7200a06ef07d92eef5f3c4c8be29824aa001d688,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-269,auth_access,auth_access;command_injection;crypto_secret;memory_safety;ssrf_redirect,0.07547169811320754,True,True,False
11541,CVE-2024-0440,1563a1b20f72846d617a88510970d0426ab880d3,https://github.com/mintplex-labs/anything-llm,JavaScript,NVD-CWE-noinfo,path_traversal,ssrf_redirect,0.07407407407407407,False,False,False
11542,CVE-2024-0455,b2b2c2afe15c48952d57b4d01e7108f9515c5f55,https://github.com/mintplex-labs/anything-llm,JSON,CWE-918,ssrf_redirect,path_traversal;ssrf_redirect;xss,0.05194805194805195,True,True,False
11543,CVE-2024-0549,026849df0224b6a8754f4103530bc015874def62,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-23,path_traversal,memory_safety;path_traversal;ssrf_redirect;xss,0.10714285714285714,True,True,True
11544,CVE-2024-0550,e1dcd5ded010b03abd6aa32d1bf0668a48e38e17,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-23,path_traversal,auth_access;command_injection;memory_safety;path_traversal;ssrf_redirect,0.1320754716981132,True,True,True
11545,CVE-2024-0551,7aaa4b38e7112a6cd879c1238310c56b1844c6d8,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-284,auth_access,auth_access;command_injection;path_traversal;ssrf_redirect;xss,0.09090909090909091,True,True,False
11546,CVE-2024-0759,0db6c3b2aa1787a7054ffdaba975474f122c20eb,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-918,ssrf_redirect,auth_access;path_traversal;sql_injection;ssrf_redirect,0.09722222222222222,True,True,False
11547,CVE-2024-0763,8a7324d0e77a15186e1ad5e5119fca4fb224c39c,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-20,path_traversal,memory_safety;path_traversal;ssrf_redirect,0.11904761904761904,True,True,True
11548,CVE-2024-0765,08d33cfd8fc47c5052b6ea29597c964a9da641e2,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-200,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.16666666666666666,True,True,True
11549,CVE-2024-0795,9a237db3d1f66cdbcf5079599258f5fb251c5564,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-284,auth_access,auth_access;crypto_secret;memory_safety;path_traversal,0.125,True,True,True
11550,CVE-2024-0798,d5cde8b7c27a47ab45b05b441db16751537f1733,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-272,auth_access,auth_access;command_injection;path_traversal;sql_injection;ssrf_redirect,0.10344827586206896,True,True,True
11551,CVE-2024-3025,7de23dbb2da932fbfb39f56d981784d3702cf5ce,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-23,path_traversal,memory_safety;path_traversal,0.08771929824561403,True,True,False
11552,CVE-2024-3028,7de23dbb2da932fbfb39f56d981784d3702cf5ce,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-20,path_traversal,memory_safety;path_traversal,0.16981132075471697,True,True,True
11553,CVE-2024-3029,99cfee1e7025fe9a0919a4d506ba1e1b819f6073,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-20,auth_access,auth_access;crypto_secret;resource_dos;ssrf_redirect,0.1724137931034483,True,True,True
11554,CVE-2024-3033,bf8df60c02b9ddc7ba682809ca12c5637606393a,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-285,auth_access,command_injection;path_traversal;ssrf_redirect;xxe,0.0410958904109589,True,False,False
11555,CVE-2024-3101,52fac844221a9b951d08ceb93c4c014e9397b1f2,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-20,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.23529411764705882,True,True,True
11556,CVE-2024-3102,2374939ffb551ab2929d7f9d5827fe6597fa8caa,https://github.com/mintplex-labs/anything-llm,JavaScript,NVD-CWE-noinfo,sql_injection,auth_access;crypto_secret;ssrf_redirect,0.11538461538461539,False,False,False
11557,CVE-2024-3104,bfedfebfab032e6f4d5a369c8a2f947c5d0c5286,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-78,command_injection,command_injection;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.08333333333333333,True,True,False
11558,CVE-2024-3110,49f30e051c9f6e28977d57d0e5f49c1294094e41,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-79,xss,auth_access;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.045871559633027525,True,True,False
11559,CVE-2024-3149,f4088d9348fa86dcebe9f97a18d39c0a6e92f15e,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-918,ssrf_redirect,crypto_secret;path_traversal;ssrf_redirect;xss,0.09210526315789473,True,True,False
11560,CVE-2024-3150,200bd7f0615347ed2efc07903d510e5a208b0afc,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-20,sql_injection,crypto_secret;memory_safety;sql_injection,0.08108108108108109,True,True,False
11561,CVE-2024-3152,200bd7f0615347ed2efc07903d510e5a208b0afc,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-20,path_traversal,crypto_secret;memory_safety;sql_injection,0.08333333333333333,True,False,False
11562,CVE-2024-3153,b8d37d9f43af2facab4c51146a46229a58cb53d9,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-400,resource_dos,auth_access;command_injection;crypto_secret;path_traversal;sql_injection;ssrf_redirect;xss,0.0851063829787234,True,False,False
11563,CVE-2024-3283,52fac844221a9b951d08ceb93c4c014e9397b1f2,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-915,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2112676056338028,True,True,True
11564,CVE-2024-3569,efe9dfa5e3550d12abd34d06ab7f8fbcf2206cfa,https://github.com/mintplex-labs/anything-llm,Other,CWE-400,resource_dos,auth_access;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect,0.09615384615384616,True,False,False
11565,CVE-2024-3570,a4ace56a401ffc8ce0082d7444159dfd5dc28834,https://github.com/mintplex-labs/anything-llm,JSON,CWE-79,xss,auth_access;memory_safety;ssrf_redirect;xss,0.06578947368421052,True,True,False
11566,CVE-2024-4284,1b35bcbeab10b77e6dbd263cceecf1b965a40789,https://github.com/mintplex-labs/anything-llm,JavaScript,NVD-CWE-noinfo,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.08064516129032258,False,False,False
11567,CVE-2024-4286,1b35bcbeab10b77e6dbd263cceecf1b965a40789,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-917,sql_injection,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.10810810810810811,True,False,False
11568,CVE-2024-4287,94b58249a37a21b1c08deaa2d1edfdecbb6deb18,https://github.com/mintplex-labs/anything-llm,Other,CWE-20,sql_injection,auth_access;crypto_secret;path_traversal;resource_dos,0.08771929824561403,True,False,False
11569,CVE-2024-5208,e2439c6d4c3cfdacd96cd1b7b92d1f89c3cc8459,https://github.com/mintplex-labs/anything-llm,JavaScript,NVD-CWE-noinfo,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.12280701754385964,False,False,False
11570,CVE-2024-5211,e208074ef4c240fe03e4147ab097ec3b52b97619,https://github.com/mintplex-labs/anything-llm,JavaScript,CWE-29,path_traversal,path_traversal,0.046511627906976744,True,True,False
11571,CVE-2024-5216,3ef009de73c837f9025df8bba62572885c70c72f,https://github.com/mintplex-labs/anything-llm,JavaScript,NVD-CWE-noinfo,resource_dos,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos,0.0958904109589041,False,False,False
11572,CVE-2024-39677,b4a69d1a5ff5744312478d70308329af496e4ba9,https://github.com/nhibernate/nhibernate-core,C#,NVD-CWE-noinfo,sql_injection,auth_access;command_injection;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss;xxe,0.17857142857142858,False,False,False
11573,CVE-2023-28855,784260be7db185bb1e7d66b299997238c4c0205d,https://github.com/pluginsGLPI/fields,PHP,CWE-269,auth_access,auth_access;memory_safety;path_traversal;ssrf_redirect;xss;xxe,0.11904761904761904,True,True,True
11574,CVE-2022-4742,859c9984b6c407fc2d5a0a7e47c7274daa681941,https://github.com/manuelstofer/json-pointer,Other,CWE-1321,path_traversal,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.2127659574468085,True,True,True
11575,CVE-2021-23463,d83285fd2e48fb075780ee95badee6f5a15ea7f8,https://github.com/h2database/h2database,Java,CWE-611,xxe,auth_access;crypto_secret;memory_safety;sql_injection;ssrf_redirect;xss;xxe,0.26,True,True,True
11576,CVE-2022-41953,7360767e8dfc1895a932324079f7d45d7791d39f,https://github.com/git-for-windows/git,Unknown,CWE-426,path_traversal,ssrf_redirect,0.022222222222222223,False,False,False
11577,CVE-2023-23618,49a8ec9dac3cec6602f05fed1b3f80a549c8c05c,https://github.com/git-for-windows/git,Unknown,CWE-426,path_traversal,path_traversal;ssrf_redirect,0.061224489795918366,False,False,False
11578,CVE-2021-21252,5d8f29eef363d043a8fec4eb86d42cadb5fa5f7d,https://github.com/jquery-validation/jquery-validation,JavaScript,CWE-400,resource_dos,resource_dos;sql_injection;ssrf_redirect,0.16279069767441862,True,True,True
11579,CVE-2022-31147,5bbd80d27fc6b607d2f7f106c89522051a9fb0dd,https://github.com/jquery-validation/jquery-validation,JavaScript,CWE-1333,sql_injection,sql_injection;ssrf_redirect,0.11627906976744186,True,True,True
11580,CVE-2013-2653,3e88c98ca513880e2b43ed7f27ade17fef5d9170,https://github.com/chillu/silverstripe-framework,PHP,CWE-20,ssrf_redirect,auth_access;ssrf_redirect;xss,0.08571428571428572,True,True,False
11581,CVE-2013-6789,3e88c98ca513880e2b43ed7f27ade17fef5d9170,https://github.com/chillu/silverstripe-framework,PHP,CWE-200,auth_access,auth_access;ssrf_redirect;xss,0.09090909090909091,True,True,False
11582,CVE-2024-33904,28c85619243e6320e75d7abcfe8244fa99d054dd,https://github.com/hyprwm/Hyprland,C++,NVD-CWE-noinfo,path_traversal,auth_access;command_injection;path_traversal,0.14814814814814814,False,False,False
11583,CVE-2023-23626,5e1d256fe043fc4163343ccca83862c69c52e579,https://github.com/ipfs/go-bitfield,Go,CWE-1284,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.17857142857142858,True,True,True
11584,CVE-2024-35184,ed05b40ba461641b1b59b0a92f51f3f6a66ce180,https://github.com/paperless-ngx/paperless-ngx,Python,NVD-CWE-noinfo,auth_access,auth_access;path_traversal;ssrf_redirect,0.19444444444444445,False,False,False
11585,CVE-2018-25051,be1914ef0a6808e00f51618b2de92496a3604415,https://github.com/JmPotato/Pomash,HTML,CWE-79,xss,command_injection;crypto_secret;resource_dos;ssrf_redirect;xss,0.2777777777777778,True,True,True
11586,CVE-2018-20834,b0c58433c22f5e7fe8b1c76373f27e3f81dcd4c8,https://github.com/npm/node-tar,JavaScript,CWE-59,path_traversal,memory_safety;path_traversal;resource_dos,0.11363636363636363,True,True,True
11587,CVE-2021-32803,9dbdeb6df8e9dbd96fa9e84341b9d74734be6c20,https://github.com/npm/node-tar,JavaScript,CWE-59,path_traversal,crypto_secret;memory_safety;path_traversal;resource_dos,0.1276595744680851,True,True,True
11588,CVE-2021-32804,1f036ca23f64a547bdd6c79c1a44bc62e8115da4,https://github.com/npm/node-tar,JavaScript,CWE-22,path_traversal,memory_safety;path_traversal;resource_dos,0.125,True,True,True
11589,CVE-2024-25722,35753b892c2c4361b318d68dfa3e251c85ce889c,https://github.com/netease-youdao/QAnything,Python,NVD-CWE-noinfo,sql_injection,command_injection;path_traversal;resource_dos;sql_injection,0.3684210526315789,False,False,False
11590,CVE-2021-23507,2d67a714159c4099589b6661fa84e6d2adc31761,https://github.com/skratchdot/object-path-set,JavaScript,CWE-1321,path_traversal,command_injection;crypto_secret;path_traversal;resource_dos;ssrf_redirect,0.23684210526315788,True,True,True
11591,CVE-2020-36620,c0fc7806beb24883cc2f9543ebc50c0820297307,https://github.com/Brondahl/EnumStringValues,C#,CWE-400,resource_dos,command_injection;memory_safety;resource_dos,0.06521739130434782,True,True,False
11592,CVE-2016-10893,7fdb2e6b4c65178b4ed01ff08a8a38afe5a5151e,https://github.com/aramk/crayon-syntax-highlighter,PHP,CWE-79,xss,path_traversal;resource_dos;sql_injection;ssrf_redirect,0.058823529411764705,True,False,False
11593,CVE-2021-21404,fb4fdaf4c0a79c22cad000c42ac1394e3ccb6a97,https://github.com/syncthing/syncthing,Go,CWE-20,path_traversal,memory_safety;ssrf_redirect,0.03333333333333333,True,False,False
11594,CVE-2022-46165,73c52eafb6566435dffd979c3c49562b6d5a4238,https://github.com/syncthing/syncthing,HTML,CWE-79,xss,memory_safety;path_traversal;xss,0.12195121951219512,True,True,True
11595,CVE-2023-48795,7279fbd6ef4d0c8bdd6a90af4ada2899d786eec0,https://github.com/TeraTermProject/teraterm,C,CWE-354,command_injection,auth_access;crypto_secret;memory_safety;resource_dos;ssrf_redirect;xss,0.06040268456375839,True,False,False
11596,CVE-2024-27290,4801ac7ff7c90df00ac09523077930cdb6dea2aa,https://github.com/jhpyle/docassemble,Python,NVD-CWE-noinfo,xss,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.3235294117647059,False,False,False
11597,CVE-2024-27291,4801ac7ff7c90df00ac09523077930cdb6dea2aa,https://github.com/jhpyle/docassemble,Python,NVD-CWE-noinfo,ssrf_redirect,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.3103448275862069,False,False,False
11598,CVE-2024-27292,97f77dc486a26a22ba804765bfd7058aabd600c9,https://github.com/jhpyle/docassemble,Python,NVD-CWE-noinfo,auth_access,path_traversal,0.06451612903225806,False,False,False
11599,CVE-2021-23792,da4efe98bf09e1cce91b7633cb251958a200fc80,https://github.com/haraldk/TwelveMonkeys,Java,CWE-611,xxe,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.21818181818181817,True,True,True
11600,CVE-2020-15110,3dfe870a7f5e98e2e398b01996ca6b8eff4bb1d0,https://github.com/jupyterhub/kubespawner,Python,CWE-863,auth_access,command_injection;resource_dos;xss,0.18421052631578946,True,False,False
11601,CVE-2015-10040,3faa5deaa509012069afe75cd03c21bda5050a64,https://github.com/mikeizbicki/gitlearn,Shell,CWE-116,xss,path_traversal;xss,0.14893617021276595,True,True,True
11602,CVE-2024-21507,0d54b0ca6498c823098426038162ef10df02c818,https://github.com/sidorares/node-mysql2,JavaScript,NVD-CWE-noinfo,sql_injection,crypto_secret;deserialization;memory_safety;path_traversal,0.20689655172413793,False,False,False
11603,CVE-2024-21508,74abf9ef94d76114d9a09415e28b496522a94805,https://github.com/sidorares/node-mysql2,JavaScript,NVD-CWE-noinfo,sql_injection,crypto_secret;memory_safety;sql_injection;ssrf_redirect;xss,0.24,False,False,False
11604,CVE-2024-21509,4a964a3910a4b8de008696c554ab1b492e9b4691,https://github.com/sidorares/node-mysql2,JavaScript,NVD-CWE-noinfo,sql_injection,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.27586206896551724,False,False,False
11605,CVE-2024-21511,7d4b098c7e29d5a6cb9eac2633bfcc2f0f1db713,https://github.com/sidorares/node-mysql2,JavaScript,NVD-CWE-noinfo,sql_injection,command_injection;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.32142857142857145,False,False,False
11606,CVE-2024-21512,efe3db527a2c94a63c2d14045baba8dfefe922bc,https://github.com/sidorares/node-mysql2,JavaScript,NVD-CWE-noinfo,sql_injection,crypto_secret;memory_safety;ssrf_redirect;xss,0.23076923076923078,False,False,False
11607,CVE-2022-31099,60aa2dc03a22d69c8800fec81f99c96958a11363,https://github.com/rulex-rs/rulex,Rust,CWE-674,resource_dos,auth_access;memory_safety;resource_dos,0.04838709677419355,True,True,False
11608,CVE-2022-31100,fac6d58b25c6f9f8c0a6cdc4dec75b37b219f1d6,https://github.com/rulex-rs/rulex,Rust,CWE-617,sql_injection,auth_access;memory_safety;path_traversal;resource_dos;xss,0.10810810810810811,True,False,False
11609,CVE-2020-15173,2324bcd5ba12cf28f47357a8f03cd41b7c04c52b,https://github.com/accel-ppp/accel-ppp,C,CWE-120,memory_safety,crypto_secret;memory_safety;resource_dos;ssrf_redirect,0.23214285714285715,True,True,True
11610,CVE-2020-28194,e9d369aa0054312b7633e964e9f7eb323f1f3d69,https://github.com/accel-ppp/accel-ppp,C,CWE-191,command_injection,memory_safety,0.15,True,False,False
11611,CVE-2020-15179,4160a39a20eebeb63a59eb7597a91b961eca6388,https://github.com/InternationalScratchWiki/wiki-scratchsig,PHP,CWE-79,xss,ssrf_redirect;xss,0.09836065573770492,True,True,False
11612,CVE-2018-25062,1df72c9f0f61304437f4f1037df03b5fb36d5a79,https://github.com/flar2/ElementalX-N9,C,CWE-404,path_traversal,memory_safety;resource_dos;ssrf_redirect,0.1951219512195122,True,False,False
11613,CVE-2021-25978,c8b94ee9c79468f1ce28e31966cb0e0839165e59,https://github.com/apostrophecms/apostrophe,JSON,CWE-79,xss,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.2558139534883721,True,True,True
11614,CVE-2021-25979,c211b211f9f4303a77a307cf41aac9b4ef8d2c7c,https://github.com/apostrophecms/apostrophe,JavaScript,CWE-613,xss,auth_access;crypto_secret;memory_safety;xss,0.03773584905660377,True,True,False
11615,CVE-2018-1002200,f8f4233508193b70df33759ae9dc6154d69c2ea8,https://github.com/codehaus-plexus/plexus-archiver,Unknown,CWE-22,path_traversal,path_traversal;ssrf_redirect,0.02127659574468085,False,False,False
11616,CVE-2023-37460,54759839fbdf85caf8442076f001d5fd64e0dcb2,https://github.com/codehaus-plexus/plexus-archiver,Java,CWE-22,path_traversal,auth_access;memory_safety;path_traversal;resource_dos,0.20454545454545456,True,True,True
11617,CVE-2014-125072,f8e4ecfbb83aef577011b0b4aebe96fb6ec557f1,https://github.com/CherishSin/klattr,PHP,CWE-89,sql_injection,command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.06557377049180328,True,True,False
11618,CVE-2013-0183,f95113402b7239f225282806673e1b6424522b18,https://github.com/rack/rack,Ruby,CWE-119,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2391304347826087,True,True,True
11619,CVE-2013-0262,6f237e4c9fab649d3750482514f0fde76c56ab30,https://github.com/rack/rack,Ruby,CWE-22,path_traversal,path_traversal;xss,0.13043478260869565,True,True,True
11620,CVE-2013-0263,0cd7e9aa397f8ebb3b8481d67dbac8b4863a7f07,https://github.com/rack/rack,Ruby,NVD-CWE-noinfo,command_injection,auth_access;crypto_secret,0.15625,False,False,False
11621,CVE-2013-0263,9a81b961457805f6d1a5c275d053068440421e11,https://github.com/rack/rack,Ruby,NVD-CWE-noinfo,command_injection,memory_safety;resource_dos;ssrf_redirect,0.15625,False,False,False
11622,CVE-2019-16782,7fecaee81f59926b6e1913511c90650e76673b38,https://github.com/rack/rack,Unknown,CWE-203,auth_access,auth_access;crypto_secret;memory_safety;xss,0.12857142857142856,True,True,True
11623,CVE-2022-36036,f2b99386660fd13316823529c3f1314ebbcdfd2a,https://github.com/sjwall/mdx-mermaid,TypeScript,CWE-94,command_injection,crypto_secret;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.05555555555555555,True,False,False
11624,CVE-2021-39190,29a7f92d32a0cf9aa3f22c52c50b738274d2813e,https://github.com/pluginsGLPI/sccm,PHP,CWE-862,auth_access,auth_access;path_traversal;ssrf_redirect;xss,0.0625,True,True,False
11625,CVE-2014-2260,3270fd1d78391bb847b4c9ce37cf921f485b1310,https://github.com/Eugeny/ajenti,Other,CWE-79,xss,command_injection;memory_safety;path_traversal;ssrf_redirect;xss;xxe,0.20930232558139536,True,True,True
11626,CVE-2014-4301,d3fc5eb142ff16d55d158afb050af18d5ff09120,https://github.com/Eugeny/ajenti,Python,CWE-79,xss,ssrf_redirect;xss,0.13043478260869565,True,True,True
11627,CVE-2017-7185,042eb437973a202d00589b13d628181c6de5cf5b,https://github.com/cesanta/mongoose-os,C,CWE-416,memory_safety,memory_safety;ssrf_redirect,0.1206896551724138,True,True,True
11628,CVE-2017-14623,95ede1266b237bf8e9aa5dce0b3250e51bfefe66,https://github.com/go-ldap/ldap,Unknown,CWE-287,auth_access,auth_access;crypto_secret;ssrf_redirect,0.041666666666666664,False,False,False
11629,CVE-2021-21412,88f61656e5f5cfba960013b8133186389efaf243,https://github.com/thi-ng/umbrella,Unknown,CWE-78,command_injection,command_injection;ssrf_redirect,0.02666666666666667,False,False,False
11630,CVE-2015-10029,4c9f2e028523ed705b555eca2c18c64e71f1a35d,https://github.com/kelvinmo/simplexrd,PHP,CWE-611,xxe,memory_safety;resource_dos;ssrf_redirect;xxe,0.14583333333333334,True,True,True
